tokens	absa1	absa2	absa3
['the', 'portion', 'sizes', 'here', 'are', 'huge', ' ', 'and', 'the', 'such', 'is', 'good']	1,3 FOOD#STYLE_OPTIONS 2 5,6	9,10 FOOD#QUALITY 2 11,12	
['staff', 'is', 'very', 'accomodating']	0,1 SERVICE#GENERAL 2 3,4		
['excellent', 'dumping', 'served', 'amid', 'clean', ' ', 'chin', 'door']	1,2 FOOD#QUALITY 2 0,1	7,8 AMBIENCE#GENERAL 2 4,5	7,8 AMBIENCE#GENERAL 2 6,7
['i', 'got', 'the', ' ', '10', '10', ' ', 'piece', 'dim', 'sum', 'comb', ' ', 'every', 'bite', 'of', 'which', 'was', 'great']	3,11 FOOD#QUALITY 2 0,1		
['but', ' ', '1', 'for', 'each', 'small', 'piece', '  ']	-1,-1 FOOD#PRICES 0 -1,-1		
['i', 'wo', 'n', ' ', 't', 'go', 'back', 'unless', 'someone', 'else', 'is', 'footing', 'the', 'bill']	-1,-1 RESTAURANT#PRICES 0 -1,-1		
['the', 'door', 'is', 'very', 'simple', 'but', 'comfortable']	1,2 AMBIENCE#GENERAL 2 4,5	1,2 AMBIENCE#GENERAL 2 6,7	
['the', 'food', 'was', 'delicious', 'but', 'do', 'not', 'come', 'here', 'on', 'a', 'empty', 'stomach']	1,2 FOOD#QUALITY 0 3,4		
['the', 'portions', 'are', 'small', 'but', 'being', 'that', 'the', 'food', 'was', 'so', 'good', 'makes', 'up', 'for', 'that']	1,2 FOOD#STYLE_OPTIONS 0 3,4	8,9 FOOD#QUALITY 2 11,12	
['you', 'must', 'have', 'the', 'crabmeat', 'lasagna', 'which', 'is', 'out', 'of', 'this', 'world', 'and', 'the', 'chocolate', 'bread', 'pudding', 'for', 'dessert']	4,6 FOOD#QUALITY 2 8,12	14,17 FOOD#QUALITY 2 -1,-1	
['the', 'staff', 'there', 'is', 'very', 'attentive', 'and', 'down', 'to', 'earth']	1,2 SERVICE#GENERAL 2 5,6	1,2 SERVICE#GENERAL 2 7,10	
['i', 'loved', 'it', 'and', 'would', 'go', 'again']	-1,-1 RESTAURANT#GENERAL 2 1,2		
['great', 'indian', 'food', 'and', 'the', 'service', 'is', 'incredible']	1,3 FOOD#QUALITY 2 0,1	5,6 SERVICE#GENERAL 2 7,8	
['the', 'owner', 'truly', 'waters', 'to', 'all', 'your', 'needs']	1,2 SERVICE#GENERAL 2 -1,-1		
['when', 'family', 'came', 'in', 'he', 'gave', 'them', 'apes', 'to', 'test', 'their', 'valets', ' ', 'and', 'then', 'ordered', 'for', 'them']	-1,-1 SERVICE#GENERAL 2 -1,-1		
['everyone', 'was', 'more', 'then', 'happy', 'with', 'his', 'choice']	-1,-1 SERVICE#GENERAL 2 4,5		
['great', 'food', 'and', 'the', 'prices', 'are', 'very', 'reasonable']	1,2 FOOD#QUALITY 2 0,1	-1,-1 RESTAURANT#PRICES 2 7,8	
['the', 'food', 'here', 'does', 'a', 'great', 'service', 'to', 'the', 'name', ' ', 'cantonese', 'that', 'is', '    ']	1,2 FOOD#QUALITY 2 5,6		
['i', 'fell', 'in', 'love', 'with', 'the', 'egg', 'nodules', 'in', 'the', 'beef', 'both', 'with', 'shrimp', 'dumping', 'and', 'slices', 'of', 'by', 'roast', 'pork']	6,21 FOOD#QUALITY 2 3,4		
['try', 'the', 'longer', 'and', 'the', 'do', 'nt', 'like', 'deep', 'fried', 'dough', 'they', 'call', 'of', 'let', 'so', ' ', 'a', 'delicious', 'and', 'sweet', 'wasting', 'bread']	2,3 FOOD#QUALITY 2 -1,-1	12,15 FOOD#QUALITY 2 17,18	12,15 FOOD#QUALITY 2 19,20
['simply', 'some', 'good', 'wasting', 'chinese', 'food', 'at', 'incredible', 'prices', '  ']	4,6 FOOD#QUALITY 2 2,4	4,6 FOOD#PRICES 2 2,4	
['service', 'is', 'not', 'what', 'you', 'are', 'coming', 'here', 'for', '  ']	0,1 SERVICE#GENERAL 0 -1,-1		
['whoever', 'the', 'jazz', 'do', 'was', ' ', 'they', 'were', 'on', 'point']	2,4 AMBIENCE#GENERAL 2 8,10		
['even', 'the', 'wine', 'by', 'the', 'glass', 'was', 'good']	2,6 DRINKS#QUALITY 2 7,8		
['its', 'a', 'little', 'out', 'of', 'the', 'way', 'if', 'you', 'do', 'n', ' ', 't', 'live', 'in', 'the', 'neighborhood', ' ', 'but', 'definitely', 'worth', 'the', 'trip', 'from', 'wherever', 'you', 'are']	-1,-1 LOCATION#GENERAL 0 -1,-1	-1,-1 RESTAURANT#GENERAL 2 20,21	
['consistently', 'good', 'japanese', 'taras']	2,4 FOOD#QUALITY 2 1,2		
['always', 'good', 'drinks', 'and', 'service', 'is', 'pretty', 'good']	2,3 DRINKS#QUALITY 2 1,2	4,5 SERVICE#GENERAL 2 7,8	
['atmosphere', 'is', 'nice', 'and', 'relaxed', 'too', '  ']	0,1 AMBIENCE#GENERAL 2 2,3	0,1 AMBIENCE#GENERAL 2 4,5	
['a', 'great', 'place', 'to', 'meet', 'up', 'for', 'some', 'food', 'and', 'drinks', '  ']	2,3 RESTAURANT#MISCELLANEOUS 2 1,2		
['yakitori', ' ', 'by', 'meats', ' ', 'is', 'taste', 'too']	0,5 FOOD#QUALITY 2 6,7		
['if', 'you', 'do', 'n', ' ', 't', 'mind', 'pre', ' ', 'slice', 'low', 'quality', 'fish', ' ', 'unfriendly', 'staff', 'and', 'a', 'such', 'chef', 'that', 'looks', 'like', 'he', 'is', 'miserable', 'then', 'this', 'is', 'your', 'place']	12,13 FOOD#QUALITY 0 10,12	15,16 SERVICE#GENERAL 0 14,15	18,20 RESTAURANT#MISCELLANEOUS 0 25,26
['price', 'and', 'quality', 'of', 'fish', 'alone', 'will', 'keep', 'us', 'from', 'making', 'a', 'return', 'visit']	-1,-1 RESTAURANT#GENERAL 0 -1,-1	4,5 FOOD#PRICES 0 -1,-1	4,5 FOOD#QUALITY 0 -1,-1
['was', 'n', ' ', 't', 'going', 'to', 'share', 'but', 'i', 'feel', 'obliged', '   ', 'while', 'sitting', 'at', 'the', 'such', 'bar', 'dining', 'we', 'watched', 'the', 'chef', 'accidentally', 'drop', 'a', 'piece', 'of', 'usage', 'on', 'the', 'floor', 'and', 'upon', 'retrieving', 'it', 'from', 'the', 'floor', 'proceed', 'to', 'use', 'the', 'piece', 'in', 'the', 'delivery', 'order', 'he', 'was', 'preparing']	24,25 FOOD#QUALITY 0 -1,-1		
['no', 'thanks', '  ']	-1,-1 RESTAURANT#GENERAL 0 -1,-1		
['this', 'place', ' ', 'which', 'is', 'only', 'a', 'few', 'months', 'old', ' ', 'is', 'perhaps', 'queens', ' ', 'biggest', 'secret']	1,2 RESTAURANT#GENERAL 2 -1,-1		
['we', 'were', 'seated', 'outside', 'and', 'the', 'waiter', 'spilled', 'red', 'wine', 'and', 'hot', 'tea', 'on', 'myself', 'and', 'my', 'date']	6,7 SERVICE#GENERAL 0 -1,-1		
['we', 'were', 'then', 'showed', 'inside']	-1,-1 SERVICE#GENERAL 0 3,4		
['one', 'would', 'think', 'we', ' ', 'd', 'get', 'an', 'apology', 'or', 'complimentary', 'drinks', ' ', 'instead', ' ', 'we', 'got', 'a', 'shabby', 'waiter', 'would', 'n', ' ', 't', 'even', 'take', 'our', 'order', 'for', '15', 'minutes', 'and', 'gave', 'us', 'lip', 'when', 'we', 'asked', 'him', 'to', 'do', 'so']	19,20 SERVICE#GENERAL 0 18,19		
['we', 'left', ' ', 'never', 'to', 'return']	-1,-1 RESTAURANT#GENERAL 0 -1,-1		
['i', 'am', 'relatively', 'new', 'to', 'the', 'area', 'and', 'tried', 'pick', 'a', 'be', 'on', 'and', 'and', 'was', 'disappointed', 'with', 'the', 'service', 'and', 'i', 'thought', 'the', 'food', 'was', 'operated', 'and', 'on', 'the', 'prices', 'side']	19,20 SERVICE#GENERAL 0 16,17	24,25 FOOD#PRICES 0 30,31	24,25 FOOD#QUALITY 0 26,27
['baluchi', ' ', 's', 'has', 'solid', 'food', 'and', 'a', 'nice', 'door', 'at', 'reasonable', 'prices']	0,3 RESTAURANT#PRICES 2 11,12	5,6 FOOD#QUALITY 2 4,5	9,10 AMBIENCE#GENERAL 2 8,9
['the', 'only', 'problem', 'is', 'that', 'the', 'manager', 'is', 'a', 'complete', 'incompetent']	6,7 SERVICE#GENERAL 0 10,11		
['he', 'offers', 'supper', 'service', 'and', 'has', 'no', 'personality']	3,4 SERVICE#GENERAL 0 2,3		
['in', 'fact', ' ', 'it', 'appears', 'he', 'is', 'going', 'to', 'go', 'postal', 'at', 'any', 'moment']	-1,-1 SERVICE#GENERAL 0 -1,-1		
['there', 'is', 'no', 'excuse', 'for', 'such', 'louse', 'service']	7,8 SERVICE#GENERAL 0 6,7		
['i', 'have', 'never', 'before', 'eaten', '40', 'pieces', 'of', 'relatively', 'good', 'nigiri']	10,11 FOOD#QUALITY 1 9,10		
['you', 'can', 'do', 'it', 'here']	-1,-1 FOOD#STYLE_OPTIONS 2 -1,-1		
[' ', '20', 'for', 'all', 'you', 'can', 'eat', 'such', 'can', 'not', 'be', 'beaten']	3,8 FOOD#PRICES 2 11,12		
['i', 'went', 'to', 'are', 'on', 'a', 'sunday', 'afternoon', 'with', 'four', 'of', 'my', 'girlfriend', ' ', 'and', 'spent', 'three', 'enjoyable', 'hours', 'there']	3,4 RESTAURANT#GENERAL 2 17,18		
['most', 'of', 'the', 'serves', 'are', 'very', 'attentive', ' ', 'friendly', 'and', 'quite', 'attractive']	3,4 SERVICE#GENERAL 2 6,7	3,4 SERVICE#GENERAL 2 8,9	3,4 SERVICE#GENERAL 2 11,12
['food', 'was', 'good', 'and', 'the', 'view', 'of', 'the', 'new', 'york', 'city', 'skyline', 'was', 'terrific', 'even', 'on', 'a', 'foggy', 'rainy', 'day', 'like', 'that', 'of', 'when', 'i', 'went']	0,1 FOOD#QUALITY 2 2,3	5,12 LOCATION#GENERAL 2 13,14	
['i', 'would', 'highly', 'recommend', 'requesting', 'a', 'table', 'by', 'the', 'window']	6,10 LOCATION#GENERAL 2 3,4		
['although', 'they', 'do', 'the', 'typical', 'what', 'kind', 'of', 'water', 'would', 'you', 'like', 'questions', 'the', 'service', 'was', 'good', 'and', 'overall', 'very', 'relaxing', 'to', 'place', 'to', 'eat']	14,15 SERVICE#GENERAL 2 16,17	22,23 AMBIENCE#GENERAL 2 20,21	
['personal', 'pans', 'are', 'the', 'perfect', 'size', 'for', 'those', 'hungry', 'nights']	0,2 FOOD#STYLE_OPTIONS 2 4,5		
['i', 'heartily', 'recommend']	-1,-1 RESTAURANT#GENERAL 2 2,3		
['there', 'is', 'a', 'downside', 'if', 'you', ' ', 're', 'ordering', 'in', '  ', 'the', 'delivery', 'guns', 'have', 'major', 'attitude']	13,15 SERVICE#GENERAL 0 3,4		
['never', 'have', 'i', 'had', 'such', 'dramatic', 'delivery', 'guns', ' ', 'a', 'lot', 'of', 'puffing', 'and', 'panting', 'and', 'muttering', 'under', 'breath', 'b', ' ', 'c', 'i', 'live', 'in', 'a', 'walked', ' ', 'who', 'always', 'seem', 'disappointed', 'with', 'their', 'tips']	6,8 SERVICE#GENERAL 0 5,6		
['love', 'the', 'scene', 'first', 'off', ' ', 'the', 'place', 'has', 'a', 'character', 'and', 'nice', 'light', 'to', 'it', '  ', 'very', 'fortunate', ' ', 'location', 'wise']	2,3 AMBIENCE#GENERAL 2 0,1	7,8 AMBIENCE#GENERAL 2 12,13	21,22 LOCATION#GENERAL 2 19,20
['the', 'penza', 'was', 'pretty', 'good', 'and', 'huge']	1,2 FOOD#QUALITY 2 4,5	1,2 FOOD#STYLE_OPTIONS 2 6,7	
['the', 'price', 'very', 'reasonable']	-1,-1 RESTAURANT#PRICES 2 3,4		
['we', 'were', '4', 'and', 'got', 'the', 'family', 'size', 'penn', 'a', 'la', 'vodka', 'which', 'was', 'tremendous', 'gigantic', 'portion', '   ', 'a', 'bucket', 'of', 'food', 'literally']	8,12 FOOD#STYLE_OPTIONS 2 15,16		
['i', 'would', 'say', 'that', 'all', 'was', 'fine', 'and', 'taste', 'but', 'the', 'heaviness', 'on', 'my', 'stomach', 'something', 'that', 'i', 'ca', 'n', ' ', 't', 'not', 'mention', 'or', 'undermine']	-1,-1 FOOD#QUALITY 0 11,12		
['the', 'past', 'penn', 'was', 'pretty', 'extra', 'battery', ' ', 'creamy', 'which', 'means', 'a', 'big', 'task', 'to', 'digest', '  ', 'taste', 'at', 'first', 'but', 'i', 'would', 'say', 'that', 'i', 'was', 'full', 'with', 'a', 'slice', 'of', 'penza', 'and', '7', 'to', 'count', ' ', 'penn', '   ', 'got', 'a', 'little', 'moody', 'afterwards', 'cause', 'was', 'stuffed', '   ', 'll']	1,3 FOOD#QUALITY 0 6,7	1,3 FOOD#STYLE_OPTIONS 0 -1,-1	
['i', 'love', 'it']	-1,-1 RESTAURANT#GENERAL 2 1,2		
['i', 'plan', 'on', 'stopping', 'by', 'next', 'week', 'as', 'well']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['i', 'found', 'it', 'on', 'a', 'cold', 'night', ' ', 'the', 'perfect', 'spot', 'to', 'warm', 'up']	10,11 RESTAURANT#MISCELLANEOUS 2 9,10		
['i', 'received', 'prompt', 'service', 'with', 'a', 'smile']	3,4 SERVICE#GENERAL 2 2,3		
['to', 'me', 'it', 'exemplifies', 'soto', ' ', 'cut', ' ', 'arts', ' ', 'interesting']	-1,-1 AMBIENCE#GENERAL 2 6,7	-1,-1 AMBIENCE#GENERAL 2 8,9	-1,-1 AMBIENCE#GENERAL 2 10,11
['definitely', 'check', 'it', 'out', '  ']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['this', 'place', 'blew', 'me', 'away', '   ', 'by', 'far', 'my', 'new', 'favorite', 'restaurant', 'on', 'the', 'uppermost', 'side']	1,2 RESTAURANT#GENERAL 2 12,13		
['the', 'wine', 'list', 'is', 'extensive', 'and', 'impressive']	1,3 DRINKS#STYLE_OPTIONS 2 4,5	1,3 DRINKS#STYLE_OPTIONS 2 6,7	
['love', 'the', 'atmosphere', ' ', 'felt', 'like', 'i', 'was', 'in', 'paris']	2,3 AMBIENCE#GENERAL 2 0,1		
['the', 'vessels', 'were', 'fantastic', 'and', 'so', 'was', 'the', 'dessert', '   ', 'definitely', 'going', 'to', 'be', 'back', 'very', 'soon']	1,2 FOOD#QUALITY 2 3,4	8,9 FOOD#QUALITY 2 3,4	-1,-1 RESTAURANT#GENERAL 2 -1,-1
['i', 'have', 'been', 'coming', 'here', 'for', 'years', 'and', 'have', 'nothing', 'but', 'good', 'things', 'to', 'say', 'about', 'the', 'service', 'and', 'the', 'great', 'staff', 'at', 'la', 'lantern']	17,18 SERVICE#GENERAL 2 11,12	21,22 SERVICE#GENERAL 2 20,21	
['over', 'the', 'years', 'the', 'host', ' ', 'vittorio', ' ', 'and', 'his', 'crew', ' ', 'have', 'always', 'treated', 'me', 'as', 'family', '  ', 'although', 'with', 'all', 'the', 'business', 'this', 'not', ' ', 'so', ' ', 'little', 'gem', 'does', ' ', 'it', 'amazing', 'he', ' ', 's', 'even', 'able', 'to', 'remember', 'a', 'consistent', 'but', 'not', ' ', 'so', ' ', 'frequent', 'visitor']	4,5 SERVICE#GENERAL 2 35,36	10,11 SERVICE#GENERAL 2 35,36	
['i', 'love', 'this', 'place']	3,4 RESTAURANT#GENERAL 2 1,2		
['keep', 'up', 'the', 'good', 'work', 'guns']	-1,-1 RESTAURANT#GENERAL 2 3,4		
['i', 'have', 'to', 'say', 'i', 'have', 'never', 'had', 'a', 'disappointing', 'meal', 'here']	10,11 FOOD#QUALITY 2 6,10		
['we', 'could', 'have', 'made', 'a', 'meal', 'of', 'the', 'mummy', 'dumping', 'from', 'the', 'dumping', 'menu']	9,10 FOOD#QUALITY 2 8,9		
['luckily', 'we', 'saved', 'room', 'for', 'the', 'by', 'salmon', ' ', 'sea', 'bass', 'and', 'crisp', 'duck']	6,8 FOOD#QUALITY 2 0,1	9,11 FOOD#QUALITY 2 0,1	12,14 FOOD#QUALITY 2 0,1
['love', 'al', 'di', 'la']	1,4 RESTAURANT#GENERAL 2 0,1		
['i', 'recommend', 'this', 'place', 'to', 'everyone']	3,4 RESTAURANT#GENERAL 2 1,2		
['great', 'food']	1,2 FOOD#QUALITY 2 0,1		
['one', 'of', 'my', 'favorite', 'places', 'in', 'brooklyn']	-1,-1 RESTAURANT#GENERAL 2 3,4		
['overpriced', 'and', 'not', 'taste']	-1,-1 FOOD#PRICES 0 0,1	-1,-1 FOOD#QUALITY 0 2,4	
['it', 'was', 'totally', 'overpriced', ' ', 'fish', 'and', 'chips', 'was', 'about', ' ', '15', '   ']	-1,-1 FOOD#PRICES 0 3,4	5,8 FOOD#PRICES 0 3,4	
['taste', 'dog']	1,2 FOOD#QUALITY 2 0,1		
['an', 'awesome', 'organic', 'dog', ' ', 'and', 'a', 'conscious', 'co', 'friendly', 'establishment']	3,4 FOOD#QUALITY 2 1,2	3,4 FOOD#QUALITY 2 2,3	10,11 RESTAURANT#MISCELLANEOUS 2 8,10
['one', 'of', 'the', 'best', 'hot', 'dogs', 'i', 'have', 'ever', 'eaten']	-1,-1 FOOD#QUALITY 2 3,4		
['ca', 'n', ' ', 't', 'wait', 'to', 'go', 'back']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['but', 'the', 'best', 'pork', 'souvlaki', 'i', 'ever', 'had', 'is', 'the', 'main', 'thing']	3,5 FOOD#QUALITY 2 2,3		
['run', 'do', 'n', ' ', 't', 'walk']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['super', 'mummy', 'penza']	2,3 FOOD#QUALITY 2 1,2		
['i', 'was', 'visiting', 'new', 'york', 'city', 'with', 'a', 'friend', 'and', 'we', 'discovered', 'this', 'really', 'warm', 'and', 'inviting', 'restaurant']	17,18 AMBIENCE#GENERAL 2 14,15	17,18 AMBIENCE#GENERAL 2 16,17	
['i', 'love', 'their', 'eggplant', 'penza', ' ', 'as', 'well', 'as', 'their', 'parts']	3,5 FOOD#QUALITY 2 1,2		
['we', 'had', 'half', ' ', 'half', 'penza', ' ', 'mine', 'was', 'eggplant', 'and', 'my', 'friend', 'had', 'the', 'buffalo', 'and', 'it', 'was', 'soon', 'huge', 'for', 'a', 'small', 'size', 'penza']	2,6 FOOD#STYLE_OPTIONS 2 20,21		
['we', 'had', 'fun', 'eating', 'in', 'there', ' ', 'we', 'were', 'there', 'like', 'around', '3', 'a', ' ', 'm', ' ', 'in', 'the', 'morning']	-1,-1 RESTAURANT#GENERAL 2 2,3		
['excellent', 'food', ' ', 'although', 'the', 'interior', 'could', 'use', 'some', 'help']	1,2 FOOD#QUALITY 2 0,1	5,6 AMBIENCE#GENERAL 0 9,10	
['great', 'sake']	1,2 DRINKS#QUALITY 2 0,1		
['reliable', ' ', 'fresh', 'such']	3,4 FOOD#QUALITY 2 0,1	3,4 FOOD#QUALITY 2 2,3	
['the', 'sashimi', 'is', 'always', 'fresh', 'and', 'the', 'rolls', 'are', 'innovative', 'and', 'delicious']	1,2 FOOD#QUALITY 2 4,5	7,8 FOOD#STYLE_OPTIONS 2 9,10	7,8 FOOD#QUALITY 2 11,12
['have', 'never', 'had', 'a', 'problem', 'with', 'service', 'save', 'a', 'missing', 'rice', 'once']	6,7 SERVICE#GENERAL 2 4,5		
['delivery', 'can', 'be', 'spot', 'on', 'or', 'lacking', 'depending', 'on', 'the', 'weather', 'and', 'the', 'day', 'of', 'the', 'week']	0,1 SERVICE#GENERAL 0 6,7		
['delivery', 'guy', 'sometimes', 'get', 'upset', 'if', 'you', 'do', 'n', ' ', 't', 'tip', 'more', 'than', '10', ' ']	0,2 SERVICE#GENERAL 0 4,5		
['best', ' ', 'such', ' ', 'ever']	2,3 FOOD#QUALITY 2 0,1		
['this', 'place', 'has', 'ruined', 'me', 'for', 'neighborhood', 'such']	7,8 FOOD#QUALITY 2 3,4		
['creative', ' ', 'consistent', ' ', 'fresh']	-1,-1 FOOD#QUALITY 2 4,5	-1,-1 FOOD#STYLE_OPTIONS 2 0,1	-1,-1 FOOD#STYLE_OPTIONS 2 2,3
['excellent', 'sashimi', ' ', 'and', 'the', 'millennium', 'roll', 'is', 'beyond', 'delicious']	1,2 FOOD#QUALITY 2 0,1	5,7 FOOD#QUALITY 2 9,10	
['not', 'cheap', 'but', 'very', 'mummy']	-1,-1 FOOD#PRICES 0 0,2	-1,-1 FOOD#QUALITY 2 4,5	
['very', ' ', 'very', 'nice']	-1,-1 RESTAURANT#GENERAL 2 3,4		
['not', 'only', 'is', 'the', 'food']	-1,-1 RESTAURANT#GENERAL 2 -1,-1	4,5 FOOD#QUALITY 2 -1,-1	
['loved', 'it']	-1,-1 RESTAURANT#GENERAL 2 0,1		
['we', 'had', 'a', 'very', 'nice', 'time']	-1,-1 RESTAURANT#GENERAL 2 4,5		
['the', 'waiter', 'was', 'attentive', ' ', 'the', 'food', 'was', 'delicious', 'and', 'the', 'views', 'of', 'the', 'city', 'were', 'great']	1,2 SERVICE#GENERAL 2 3,4	6,7 FOOD#QUALITY 2 8,9	11,15 LOCATION#GENERAL 2 16,17
['i', ' ', 'd', 'definitely', 'go', 'back', 'again']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['great', 'place', 'to', 'relax', 'and', 'enjoy', 'your', 'dinner']	1,2 AMBIENCE#GENERAL 2 0,1		
['there', 'is', 'something', 'about', 'their', 'atmosphere', 'that', 'makes', 'me', 'come', 'back', 'nearly', 'every', 'week']	5,6 AMBIENCE#GENERAL 2 -1,-1		
['place', 'is', 'open', 'till', 'late', ' ', 'no', 'dress', 'code']	0,1 RESTAURANT#MISCELLANEOUS 2 -1,-1		
['good', 'food', ' ', 'my', 'favorite', 'is', 'the', 'seafood', 'spaghetti']	1,2 FOOD#QUALITY 2 0,1	7,9 FOOD#QUALITY 2 4,5	
['excellent', 'food', 'for', 'great', 'prices']	1,2 FOOD#QUALITY 2 0,1	1,2 FOOD#PRICES 2 3,4	
['my', 'husband', 'and', 'i', 'have', 'been', 'sold', 'on', 'this', 'from', 'the', 'first', 'visit']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['the', 'wait', 'staff', 'is', 'very', 'courteous', 'and', 'accomodating']	1,3 SERVICE#GENERAL 2 5,6	1,3 SERVICE#GENERAL 2 7,8	
['the', 'space', 'is', 'limited', 'so', 'be', 'prepared', 'to', 'wait', 'up', 'to', '45', 'minutes', ' ', '1', 'hour', ' ', 'but', 'be', 'richly', 'rewarded', 'when', 'you', 'savor', 'the', 'delicious', 'into', ' ', 'chinese', 'food']	1,2 AMBIENCE#GENERAL 0 3,4	26,30 FOOD#QUALITY 2 25,26	
['there', 'are', 'no', 'negative', 'to', 'speak', 'of']	-1,-1 RESTAURANT#GENERAL 2 2,4		
['the', 'best']	-1,-1 RESTAURANT#GENERAL 2 1,2		
['my', 'favorite', 'place', 'll']	2,3 RESTAURANT#GENERAL 2 1,2		
['its', 'alright']	-1,-1 RESTAURANT#GENERAL 1 1,2		
['in', 'not', 'necessarily', 'fanatical', 'about', 'this', 'place', ' ', 'but', 'it', 'was', 'a', 'fun', 'time', 'for', 'low', 'prices']	6,7 RESTAURANT#GENERAL 2 3,4	6,7 RESTAURANT#PRICES 2 15,16	
['lobster', 'was', 'good', ' ', 'nothing', 'spectacular']	0,1 FOOD#QUALITY 1 2,3	0,1 FOOD#QUALITY 1 4,6	
['its', 'just', 'a', 'fun', 'place', 'to', 'go', ' ', 'not', 'a', 'five', 'star', 'restraint']	12,13 RESTAURANT#GENERAL 1 10,12		
['had', 'no', 'flavor', 'and', 'the', 'staff', 'is', 'rude', 'and', 'not', 'attentive']	5,6 SERVICE#GENERAL 0 7,8	5,6 SERVICE#GENERAL 0 9,11	-1,-1 FOOD#QUALITY 0 1,3
['would', 'never', 'go', 'back']	-1,-1 RESTAURANT#GENERAL 0 -1,-1		
['i', 'was', 'n', ' ', 't', 'here', 'for', 'the', 'penza', 'so', 'i', 'ca', 'n', ' ', 't', 'comment', 'on', 'that', 'yet', 'but', 'what', 'i', 'had', 'was', 'very', 'good']	-1,-1 FOOD#QUALITY 2 25,26		
['everyone', 'was', 'smiling', 'so', 'that', 'made', 'me', 'feel', 'welcome']	-1,-1 SERVICE#GENERAL 2 8,9		
['i', 'ordered', 'the', 'vitally', 'all', 'marshal', 'and', 'i', 'was', 'pretty', 'impressed']	3,6 FOOD#QUALITY 2 10,11		
['the', 'veal', 'and', 'the', 'mushrooms', 'were', 'cooked', 'perfectly']	1,2 FOOD#QUALITY 2 7,8	4,5 FOOD#QUALITY 2 7,8	
['the', 'potato', 'balls', 'were', 'not', 'dry', 'at', 'all', '   ', 'in', 'fact', 'it', 'was', 'battery']	1,3 FOOD#QUALITY 2 4,6	1,3 FOOD#QUALITY 2 15,16	
['the', 'only', 'downside', '   ', 'they', 'only', 'take', 'cash', 'which', 'is', 'ok', 'if', 'you', 'know', 'about', 'it', 'ahead', 'of', 'time']	-1,-1 RESTAURANT#MISCELLANEOUS 0 2,3		
['i', ' ', 'll', 'be', 'back', 'for', 'sure']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['worst', 'place', 'on', 'smith', 'street', 'in', 'brooklyn']	1,2 RESTAURANT#GENERAL 0 0,1		
['i', 'would', 'never', 'recommend', 'this', 'place', 'to', 'anybody', 'even', 'for', 'a', 'casual', 'dinner']	5,6 RESTAURANT#GENERAL 0 2,4	5,6 RESTAURANT#MISCELLANEOUS 0 2,4	
['awesome']	-1,-1 RESTAURANT#GENERAL 2 0,1		
['the', 'food', 'is', 'always', 'fresh', '  ']	1,2 FOOD#QUALITY 2 4,5		
['overpriced', 'japanese', 'food', 'with', 'mediocre', 'service']	1,3 FOOD#PRICES 0 0,1	5,6 SERVICE#GENERAL 1 4,5	
['went', 'here', 'on', 'sat', '1', ' ', '26', 'and', 'was', 'disappointed']	-1,-1 RESTAURANT#GENERAL 0 9,10		
['food', 'was', 'luke', 'warm']	0,1 FOOD#QUALITY 0 2,4		
['i', 'was', 'looking', 'for', 'banana', 'temper', 'for', 'dessert', 'and', 'they', 'do', 'nt', 'have']	7,8 FOOD#STYLE_OPTIONS 0 -1,-1		
['not', 'because', 'you', 'are', '  ', 'the', 'four', 'seasons', '     ', '–', 'you', 'are', 'allowed', 'to', 'charge', 'an', 'arm', 'and', 'a', 'leg', 'for', 'a', 'romantic', 'dinner']	6,9 RESTAURANT#PRICES 0 -1,-1		
['the', 'food', 'was', 'excellent', 'as', 'well', 'as', 'service', ' ', 'however', ' ', 'i', 'left', 'the', 'four', 'seasons', 'very', 'disappointed']	1,2 FOOD#QUALITY 2 3,4	7,8 SERVICE#GENERAL 2 3,4	13,16 RESTAURANT#GENERAL 0 17,18
['i', 'do', 'not', 'think', 'dinner', 'in', 'manhattan', 'should', 'cost', ' ', '400', ' ', '00', 'where', 'i', 'am', 'not', 'swept', 'off', 'my', 'feet']	4,5 FOOD#PRICES 0 -1,-1		
['red', 'dragon', 'roll', ' ', 'my', 'favorite', 'thing', 'to', 'eat', ' ', 'of', 'any', 'food', 'group', ' ', 'hands', 'down']	0,3 FOOD#QUALITY 2 5,6		
['if', 'you', 'do', 'n', ' ', 't', 'like', 'it', ' ', 'i', 'do', 'n', ' ', 't', 'know', 'what', 'to', 'tell', 'you']	-1,-1 FOOD#QUALITY 2 -1,-1		
['the', 'seafood', 'dynamite', 'is', 'also', 'otherworldly']	1,3 FOOD#QUALITY 2 5,6		
['i', ' ', 'm', 'not', 'even', 'going', 'to', 'bother', 'to', 'describe', 'it', ' ', 'it', 'speaks', 'for', 'itself']	-1,-1 FOOD#QUALITY 2 -1,-1		
['in', 'the', 'summer', 'months', ' ', 'the', 'back', 'garden', 'area', 'is', 'really', 'nice']	6,9 AMBIENCE#GENERAL 2 11,12		
