text_column	other_column1	other_column2	other_column3	corrected_text	cleaned_text	tokens
the first time the sushi was outstanding , the second time it was a little bland .	4,5 FOOD#QUALITY 0 6,7	4,5 FOOD#QUALITY 0 15,16		the first time the such was outstanding , the second time it was a little bland .	the first time the such was outstanding  the second time it was a little bland 	['the', 'first', 'time', 'the', 'such', 'was', 'outstanding', 'the', 'second', 'time', 'it', 'was', 'a', 'little', 'bland']
i ' m sure i ' ll return for a final judgement tho .	-1,-1 RESTAURANT#GENERAL 1 -1,-1			i ' m sure i ' ll return for a final judgement the .	i  m sure i  ll return for a final judgement the 	['i', 'm', 'sure', 'i', 'll', 'return', 'for', 'a', 'final', 'judgement', 'the']
the blond wood decor is very soothing , the premium sake is excellent and the service is great .	1,4 AMBIENCE#GENERAL 2 6,7	9,11 DRINKS#QUALITY 2 12,13	15,16 SERVICE#GENERAL 2 17,18	the blood wood door is very soothing , the premium sake is excellent and the service is great .	the blood wood door is very soothing  the premium sake is excellent and the service is great 	['the', 'blood', 'wood', 'door', 'is', 'very', 'soothing', 'the', 'premium', 'sake', 'is', 'excellent', 'and', 'the', 'service', 'is', 'great']
mizu is the japenese find in grammercy .	0,1 RESTAURANT#GENERAL 2 -1,-1			mind is the japanese find in grammercy .	mind is the japanese find in grammercy 	['mind', 'is', 'the', 'japanese', 'find', 'in', 'grammercy']
while their kitchen food is delicious , their sushi is out of this world .	2,4 FOOD#QUALITY 2 5,6	8,9 FOOD#QUALITY 2 10,14		while their kitchen food is delicious , their such is out of this world .	while their kitchen food is delicious  their such is out of this world 	['while', 'their', 'kitchen', 'food', 'is', 'delicious', 'their', 'such', 'is', 'out', 'of', 'this', 'world']
mizu is home to creative and unique rolls not to found anywhere else .	7,8 FOOD#STYLE_OPTIONS 2 4,5	7,8 FOOD#STYLE_OPTIONS 2 6,7		mind is home to creative and unique rolls not to found anywhere else .	mind is home to creative and unique rolls not to found anywhere else 	['mind', 'is', 'home', 'to', 'creative', 'and', 'unique', 'rolls', 'not', 'to', 'found', 'anywhere', 'else']
not only is the cuisine the best around , the service has always been attentive and charming .	4,5 FOOD#QUALITY 2 6,7	10,11 SERVICE#GENERAL 2 14,15	10,11 SERVICE#GENERAL 2 16,17	not only is the quinine the best around , the service has always been attentive and charming .	not only is the quinine the best around  the service has always been attentive and charming 	['not', 'only', 'is', 'the', 'quinine', 'the', 'best', 'around', 'the', 'service', 'has', 'always', 'been', 'attentive', 'and', 'charming']
warning : you may find it difficult to dine at other japanese restaurants after a visit to mizu !	17,18 RESTAURANT#GENERAL 2 6,7			warning : you may find it difficult to dine at other japanese restaurant after a visit to mind !	warning  you may find it difficult to dine at other japanese restaurant after a visit to mind 	['warning', 'you', 'may', 'find', 'it', 'difficult', 'to', 'dine', 'at', 'other', 'japanese', 'restaurant', 'after', 'a', 'visit', 'to', 'mind']
the entree was bland and small , dessert was not inspired .	1,2 FOOD#QUALITY 0 3,4	1,2 FOOD#STYLE_OPTIONS 0 5,6	7,8 FOOD#QUALITY 0 9,11	the entree was bland and small , dessert was not inspired .	the entree was bland and small  dessert was not inspired 	['the', 'entree', 'was', 'bland', 'and', 'small', 'dessert', 'was', 'not', 'inspired']
i expected quite a bit more from such an expensive menu .	10,11 FOOD#PRICES 0 9,10	10,11 FOOD#QUALITY 0 -1,-1		i expected quite a bit more from such an expensive menu .	i expected quite a bit more from such an expensive menu 	['i', 'expected', 'quite', 'a', 'bit', 'more', 'from', 'such', 'an', 'expensive', 'menu']
the view is spectacular , and the food is great .	1,2 LOCATION#GENERAL 2 3,4	7,8 FOOD#QUALITY 2 9,10		the view is spectacular , and the food is great .	the view is spectacular  and the food is great 	['the', 'view', 'is', 'spectacular', 'and', 'the', 'food', 'is', 'great']
wonderful strawberry daiquiries as well !	1,3 DRINKS#QUALITY 2 0,1			wonderful strawberry daiquiries as well !	wonderful strawberry daiquiries as well 	['wonderful', 'strawberry', 'daiquiries', 'as', 'well']
definitely worth the trip to battery park city !	-1,-1 RESTAURANT#GENERAL 2 1,2			definitely worth the trip to battery park city !	definitely worth the trip to battery park city 	['definitely', 'worth', 'the', 'trip', 'to', 'battery', 'park', 'city']
one of my favorite places in manhattan .	-1,-1 RESTAURANT#GENERAL 2 3,4			one of my favorite places in manhattan .	one of my favorite places in manhattan 	['one', 'of', 'my', 'favorite', 'places', 'in', 'manhattan']
authentic taiwanese food that ' s cheap . . . what more could you ask for ?	1,3 FOOD#QUALITY 2 0,1	1,3 FOOD#PRICES 2 6,7		authentic taiwanese food that ' s cheap . . . what more could you ask for ?	authentic taiwanese food that  s cheap    what more could you ask for 	['authentic', 'taiwanese', 'food', 'that', 's', 'cheap', 'what', 'more', 'could', 'you', 'ask', 'for']
( besides that there should be more restaurants like it around the city ) .	-1,-1 RESTAURANT#GENERAL 2 -1,-1			( besides that there should be more restaurant like it around the city ) .	 besides that there should be more restaurant like it around the city  	['besides', 'that', 'there', 'should', 'be', 'more', 'restaurant', 'like', 'it', 'around', 'the', 'city']
the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan .	1,4 FOOD#QUALITY 2 -1,-1			the cold appetite dishes taste like the way i remember them to taste when i was growing up in taiwan .	the cold appetite dishes taste like the way i remember them to taste when i was growing up in taiwan 	['the', 'cold', 'appetite', 'dishes', 'taste', 'like', 'the', 'way', 'i', 'remember', 'them', 'to', 'taste', 'when', 'i', 'was', 'growing', 'up', 'in', 'taiwan']
delicious simple food in nice outdoor atmosphere .	2,3 FOOD#QUALITY 2 0,1	2,3 FOOD#STYLE_OPTIONS 2 1,2	5,7 AMBIENCE#GENERAL 2 4,5	delicious simple food in nice outdoor atmosphere .	delicious simple food in nice outdoor atmosphere 	['delicious', 'simple', 'food', 'in', 'nice', 'outdoor', 'atmosphere']
kind , attentive wait staff .	3,5 SERVICE#GENERAL 2 0,1	3,5 SERVICE#GENERAL 2 2,3		kind , attentive wait staff .	kind  attentive wait staff 	['kind', 'attentive', 'wait', 'staff']
i really like both the scallops and the mahi mahi ( on saffron risotto yum ! ) .	5,6 FOOD#QUALITY 2 2,3	8,14 FOOD#QUALITY 2 2,3		i really like both the callous and the may may ( on saffron risotto sum ! ) .	i really like both the callous and the may may  on saffron risotto sum   	['i', 'really', 'like', 'both', 'the', 'callous', 'and', 'the', 'may', 'may', 'on', 'saffron', 'risotto', 'sum']
my friend devoured her chicken and mashed potatos .	4,8 FOOD#QUALITY 2 2,3			my friend devoured her chicken and washed potatoes .	my friend devoured her chicken and washed potatoes 	['my', 'friend', 'devoured', 'her', 'chicken', 'and', 'washed', 'potatoes']
delicious crab cakes too .	1,3 FOOD#QUALITY 2 0,1			delicious crab cakes too .	delicious crab cakes too 	['delicious', 'crab', 'cakes', 'too']
even if the food was n ' t this good , the garden is a great place to sit outside and relax .	12,13 AMBIENCE#GENERAL 2 15,16	3,4 FOOD#QUALITY 0 5,10		even if the food was n ' t this good , the garden is a great place to sit outside and relax .	even if the food was n  t this good  the garden is a great place to sit outside and relax 	['even', 'if', 'the', 'food', 'was', 'n', 't', 'this', 'good', 'the', 'garden', 'is', 'a', 'great', 'place', 'to', 'sit', 'outside', 'and', 'relax']
great neighborhood joint .	2,3 RESTAURANT#GENERAL 2 0,1			great neighborhood joint .	great neighborhood joint 	['great', 'neighborhood', 'joint']
they smell like they stuff them with old canned vegetables like the spinach mushroom calzone .	-1,-1 FOOD#QUALITY 0 -1,-1			they smell like they stuff them with old canned vegetables like the spinal mushroom alone .	they smell like they stuff them with old canned vegetables like the spinal mushroom alone 	['they', 'smell', 'like', 'they', 'stuff', 'them', 'with', 'old', 'canned', 'vegetables', 'like', 'the', 'spinal', 'mushroom', 'alone']
the counter service is bad .	1,3 SERVICE#GENERAL 0 4,5			the counter service is bad .	the counter service is bad 	['the', 'counter', 'service', 'is', 'bad']
they charge different prices all the time .	-1,-1 SERVICE#GENERAL 0 -1,-1			they charge different prices all the time .	they charge different prices all the time 	['they', 'charge', 'different', 'prices', 'all', 'the', 'time']
they ' re rude at times , and not very friendly .	-1,-1 SERVICE#GENERAL 0 3,4	-1,-1 SERVICE#GENERAL 0 8,11		they ' re rude at times , and not very friendly .	they  re rude at times  and not very friendly 	['they', 're', 'rude', 'at', 'times', 'and', 'not', 'very', 'friendly']
no pizza 33 for me !	1,3 RESTAURANT#GENERAL 0 -1,-1			no penza 33 for me !	no penza 33 for me 	['no', 'penza', '33', 'for', 'me']
anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .	-1,-1 FOOD#QUALITY 0 13,14	-1,-1 FOOD#QUALITY 0 15,16	-1,-1 FOOD#QUALITY 0 17,18	anybody who likes this place must be from a different planet , where greasy , dry and tactless are complimentary .	anybody who likes this place must be from a different planet  where greasy  dry and tactless are complimentary 	['anybody', 'who', 'likes', 'this', 'place', 'must', 'be', 'from', 'a', 'different', 'planet', 'where', 'greasy', 'dry', 'and', 'tactless', 'are', 'complimentary']
the dosas are skimpy , unattractive and drip with grease , and personally i ' d drink popcorn topping before i ' d eat another one of these .	1,2 FOOD#STYLE_OPTIONS 0 3,4	1,2 FOOD#QUALITY 0 5,6		the doses are simply , unattractive and drip with grease , and personally i ' d drink popcorn stopping before i ' d eat another one of these .	the doses are simply  unattractive and drip with grease  and personally i  d drink popcorn stopping before i  d eat another one of these 	['the', 'doses', 'are', 'simply', 'unattractive', 'and', 'drip', 'with', 'grease', 'and', 'personally', 'i', 'd', 'drink', 'popcorn', 'stopping', 'before', 'i', 'd', 'eat', 'another', 'one', 'of', 'these']
calling the place hampton chutney co . does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .	2,3 RESTAURANT#GENERAL 0 -1,-1	23,24 AMBIENCE#GENERAL 0 22,23	26,27 SERVICE#GENERAL 0 25,26	calling the place hampton chimney co . does warn you that these folks offer more style than substance , but in this unattractive room with helpful clerks there was a death of the former too .	calling the place hampton chimney co  does warn you that these folks offer more style than substance  but in this unattractive room with helpful clerks there was a death of the former too 	['calling', 'the', 'place', 'hampton', 'chimney', 'co', 'does', 'warn', 'you', 'that', 'these', 'folks', 'offer', 'more', 'style', 'than', 'substance', 'but', 'in', 'this', 'unattractive', 'room', 'with', 'helpful', 'clerks', 'there', 'was', 'a', 'death', 'of', 'the', 'former', 'too']
seriously , this place kicks ass .	3,4 RESTAURANT#GENERAL 2 4,6			seriously , this place kicks ass .	seriously  this place kicks ass 	['seriously', 'this', 'place', 'kicks', 'ass']
the atmosphere is unheralded , the service impecible , and the food magnificant .	1,2 AMBIENCE#GENERAL 2 3,4	6,7 SERVICE#GENERAL 2 7,8	11,12 FOOD#QUALITY 2 12,13	the atmosphere is unheralded , the service imbecile , and the food magnificent .	the atmosphere is unheralded  the service imbecile  and the food magnificent 	['the', 'atmosphere', 'is', 'unheralded', 'the', 'service', 'imbecile', 'and', 'the', 'food', 'magnificent']
best italian food i ever had ( and being italian , that means alot ) .	1,3 FOOD#QUALITY 2 0,1			best italian food i ever had ( and being italian , that means clot ) .	best italian food i ever had  and being italian  that means clot  	['best', 'italian', 'food', 'i', 'ever', 'had', 'and', 'being', 'italian', 'that', 'means', 'clot']
it is nearly impossible to get a table , so if you ever have the chance to go here for dinner , do not pass it up .	-1,-1 RESTAURANT#GENERAL 2 -1,-1			it is nearly impossible to get a table , so if you ever have the chance to go here for dinner , do not pass it up .	it is nearly impossible to get a table  so if you ever have the chance to go here for dinner  do not pass it up 	['it', 'is', 'nearly', 'impossible', 'to', 'get', 'a', 'table', 'so', 'if', 'you', 'ever', 'have', 'the', 'chance', 'to', 'go', 'here', 'for', 'dinner', 'do', 'not', 'pass', 'it', 'up']
this is such a lovely , peaceful place to eat outside .	7,8 AMBIENCE#GENERAL 2 4,5	7,8 AMBIENCE#GENERAL 2 6,7		this is such a lovely , peaceful place to eat outside .	this is such a lovely  peaceful place to eat outside 	['this', 'is', 'such', 'a', 'lovely', 'peaceful', 'place', 'to', 'eat', 'outside']
the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty .	1,2 LOCATION#GENERAL 2 5,6			the restaurant looks out over beautiful green laws to the hudson river and the statue of liberty .	the restaurant looks out over beautiful green laws to the hudson river and the statue of liberty 	['the', 'restaurant', 'looks', 'out', 'over', 'beautiful', 'green', 'laws', 'to', 'the', 'hudson', 'river', 'and', 'the', 'statue', 'of', 'liberty']
it is set far from the small street it ' s on , and there is no traffic noise .	-1,-1 LOCATION#GENERAL 2 -1,-1			it is set far from the small street it ' s on , and there is no traffic noise .	it is set far from the small street it  s on  and there is no traffic noise 	['it', 'is', 'set', 'far', 'from', 'the', 'small', 'street', 'it', 's', 'on', 'and', 'there', 'is', 'no', 'traffic', 'noise']
this is a great place to take out - of - towners , and perfect for watching the sunset .	4,5 LOCATION#GENERAL 2 3,4			this is a great place to take out - of - owners , and perfect for watching the sunset .	this is a great place to take out  of  owners  and perfect for watching the sunset 	['this', 'is', 'a', 'great', 'place', 'to', 'take', 'out', 'of', 'owners', 'and', 'perfect', 'for', 'watching', 'the', 'sunset']
